-0.283227 -0.423880
-0.000000 -1.000000
-0.000000 -0.306563
-0.283227 -0.423880

-0.283228 -0.117317
-0.000000 -0.306563
-0.000000 -0.000000
-0.283228 -0.117317

-0.000000 -0.306563
-0.283228 -0.117317
-0.283227 -0.423880
-0.000000 -0.306563

-0.000000 -1.000000
0.283227 -0.423880
-0.000000 -0.306563
-0.000000 -1.000000

-0.283227 -0.423880
-0.283228 -0.117317
-0.923880 -0.382683
-0.283227 -0.423880

-0.923880 -0.382683
-0.283228 -0.117317
-0.500000 0.099456
-0.923880 -0.382683

-0.500000 0.099456
-0.216773 0.216773
-0.707107 0.707107
-0.500000 0.099456

-0.099456 0.500000
-0.216773 0.216773
0.114004 0.282568
-0.099456 0.500000

-0.216773 0.216773
-0.500000 0.099456
-0.283228 -0.117317
-0.216773 0.216773

-0.216773 0.216773
-0.000000 -0.000000
0.114004 0.282568
-0.216773 0.216773

-0.099456 0.500000
-0.707107 0.707107
-0.216773 0.216773
-0.099456 0.500000

-0.000000 -0.000000
-0.216773 0.216773
-0.283228 -0.117317
-0.000000 -0.000000

-0.000000 -0.306563
0.283227 -0.117317
-0.000000 -0.000000
-0.000000 -0.306563

0.923879 -0.382684
0.283227 -0.117317
0.283227 -0.423880
0.923879 -0.382684

0.283227 -0.117317
0.114004 0.282568
-0.000000 -0.000000
0.283227 -0.117317

0.283227 -0.117317
-0.000000 -0.306563
0.283227 -0.423880
0.283227 -0.117317

0.500000 0.099456
1.000000 0.000000
0.923880 0.382683
0.500000 0.099456

0.283227 -0.117317
0.500000 0.099456
0.114004 0.282568
0.283227 -0.117317

0.114004 0.282568
0.500000 0.099456
0.331435 0.496028
0.114004 0.282568

-0.099456 0.500000
0.114004 0.282568
0.331435 0.496028
-0.099456 0.500000

